"pl_name,hostname,sys_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,st_spectype,st_rad,st_mass,sy_dist,disc_facility"
"HAT-P-5 b,HAT-P-5,HAT-P-5,1,1,Transit,2007,0.04073,13.563,311.4734,0,G,1.12,1.04,303.336,HATNet"
"HAT-P-50 b,HAT-P-50,HAT-P-50,1,1,Transit,2015,0.0453,14.437,429.0705,0.115,F5,1.7,1.27,515.458,HATNet"
"HAT-P-51 b,HAT-P-51,HAT-P-51,1,1,Transit,2015,0.05069,14.493,98.20947,0.123,G7,1.04,0.98,440.089,HATNet"
"HAT-P-52 b,HAT-P-52,HAT-P-52,1,1,Transit,2015,0.03694,11.31,259.98494,0.047,K1,0.89,0.89,361.155,HATNet"
"HAT-P-54 b,HAT-P-54,HAT-P-54,1,1,Transit,2015,0.04117,10.581,241.5508,0.074,K7,0.62,0.65,143.651,HATNet"
"HAT-P-56 b,HAT-P-56,HAT-P-56,1,1,Transit,2015,0.0423,16.926,734.1873,0.29,F8,1.47,1.42,320.639,HATNet"
"HAT-P-65 b,HAT-P-65,HAT-P-65,1,1,Transit,2016,0.03951,21.185,167.49641,0.304,G2,1.86,1.21,738.519,HATNet"
"HAT-P-66 b,HAT-P-66,HAT-P-66,1,1,Transit,2016,0.04363,17.822,248.86089,0.09,G0,1.88,1.26,935.456,HATNet"
"HAT-P-68 b,HAT-P-68,HAT-P-68,1,1,Transit,2020,0.02996,12.016,230.10892,0.041,K,0.67,0.68,202.152,HATNet"
"HAT-P-9 b,HAT-P-9,HAT-P-9,1,1,Transit,2008,0.05287,15.614,238.05467,0.084,F7,1.34,1.28,455.203,HATNet"
"HATS-11 b,HATS-11,HATS-11,1,1,Transit,2016,0.0507,18.03,263.7989,0.34,G0,1.54,1.33,944.603,HATSouth"
"HATS-12 b,HATS-12,HATS-12,1,1,Transit,2016,0.0441,7.76,759.6137,0.085,F,1.17,1.16,746.138,HATSouth"
"HATS-15 b,HATS-15,HATS-15,1,1,Transit,2016,0.02712,12.386,689.6911,0.126,G9 V,0.92,0.87,1139.55,HATSouth"
"HATS-16 b,HATS-16,HATS-16,1,1,Transit,2016,0.03744,14.572,1039.3041,0,G3 V,1.24,0.97,757.044,HATSouth"
"HATS-17 b,HATS-17,HATS-17,1,1,Transit,2016,0.1308,8.709,425.25654,0.029,G V,1.09,1.13,400.331,HATSouth"
"HATS-18 b,HATS-18,HATS-18,1,1,Transit,2016,0.0174,14.897,629.14449,0.166,G V,1.02,1.04,624.368,Multiple Observatories"
"HATS-2 b,HATS-2,HATS-2,1,1,Transit,2013,0.023,13.092,427.463,0,K,0.9,0.88,341.925,HATSouth"
"HATS-22 b,HATS-22,HATS-22,1,1,Transit,2017,0.05025,10.682,870.8542,0.079,K V,0.69,0.76,229.518,HATSouth"
"HATS-23 b,HATS-23,HATS-23,1,1,Transit,2017,0.03397,20.849,467.2101,0.114,G V,1.2,1.12,639.004,HATSouth"
"HATS-24 b,HATS-24,HATS-24,1,1,Transit,2017,0.0238,15.637,718.2958,0,F V,1.12,1.07,494.182,HATSouth"
"HATS-25 b,HATS-25,HATS-25,1,1,Transit,2016,0.05163,14.123,194.82979,0.176,G,1.11,0.99,471.158,HATSouth"
"HATS-26 b,HATS-26,HATS-26,1,1,Transit,2016,0.04735,19.616,206.5895,0.245,F,2.04,1.3,861.843,HATSouth"
"HATS-27 b,HATS-27,HATS-27,1,1,Transit,2016,0.0611,16.814,168.4499,0.581,F,1.74,1.42,816.988,HATSouth"
"HATS-28 b,HATS-28,HATS-28,1,1,Transit,2016,0.04131,13.384,213.58176,0.202,G,0.92,0.93,535.383,HATSouth"
"HATS-29 b,HATS-29,HATS-29,1,1,Transit,2016,0.05475,14.022,207.54299,0.158,G,1.07,1.03,353.891,HATSouth"
"HATS-3 b,HATS-3,HATS-3,1,1,Transit,2013,0.0485,15.48,340.382,0,F,1.4,1.21,411.211,HATSouth"
"HATS-36 b,HATS-36,HATS-36,1,1,Transit,2018,0.0523,12.92,1022.14128,0.105,G0 V,1.1,1.1,856.436,HATSouth"
"HATS-4 b,HATS-4,HATS-4,1,1,Transit,2014,0.0362,11.433,420.471,0.013,G,0.93,1,416.459,HATSouth"
"HATS-5 b,HATS-5,HATS-5,1,1,Transit,2014,0.0542,10.223,75.323,0.019,G,0.87,0.94,246.384,HATSouth"
"HATS-54 b,HATS-54,HATS-54,1,1,Transit,2019,0.037,11.377,239.32479,0,G6 V,1.23,1.05,748.585,HATSouth"
"HATS-6 b,HATS-6,HATS-6,1,1,Transit,2015,0.03623,11.187,101.38777,0,M1 V,0.57,0.57,169.318,HATSouth"
"HATS-7 b,HATS-7,HATS-7,1,1,Transit,2015,0.04012,6.311,38.1396,0.17,K2,0.82,0.85,240.707,HATSouth"
"HATS-71 b,HATS-71,HATS-71,1,1,Transit,2020,0.03745,11.478,117.5971,0,M3 V,0.48,0.49,140.225,HATSouth"
"HD 100777 b,HD 100777,HD 100777,1,1,Radial Velocity,2007,1.03,13.8,327.3649,0.36,G8 V,1.04,0.83,49.5336,La Silla Observatory"
"HD 102117 b,HD 102117,HD 102117,1,1,Radial Velocity,2005,0.15,8.47,54.0311,0.12,G6 V,1.23,1.06,39.5792,La Silla Observatory"
"HD 102195 b,HD 102195,HD 102195,1,1,Radial Velocity,2006,0.05,14.2,130.3103,0,K0 V,0.82,0.76,29.3386,Kitt Peak National Observatory"
"HD 102272 b,HD 102272,HD 102272,1,1,Radial Velocity,2008,0.51,12.9,1570.0802,0.05,K0,10.3,1.45,347.097,McDonald Observatory"
"HD 102843 b,HD 102843,HD 102843,1,1,Radial Velocity,2019,4.074,13.1,113.9,0.11,K0 V,0.96,0.95,62.758,Las Campanas Observatory"
"HD 103197 b,HD 103197,HD 103197,1,1,Radial Velocity,2009,0.25,5.83,28.6047,0,K1 V(P),0.88,0.8,57.1463,La Silla Observatory"
"HD 103720 b,HD 103720,HD 103720,1,1,Radial Velocity,2014,0.0498,14.1,197.046,0.086,K3 V,0.73,0.79,45.5352,La Silla Observatory"
"HD 103891 b,HD 103891,HD 103891,1,1,Radial Velocity,2022,3.27,13.6,457.67291,0.31,F9,2.22,1.28,55.5213,La Silla Observatory"
"HD 103949 b,HD 103949,HD 103949,1,1,Radial Velocity,2019,0.439,3.35,11.2,0.19,K3 V,0.75,0.77,26.4997,Las Campanas Observatory"
"HD 104067 b,HD 104067,HD 104067,1,1,Radial Velocity,2009,0.26,8.18,50.8528,0,K2 V,0.74,0.62,20.3632,La Silla Observatory"
"HD 10442 b,HD 10442,HD 10442,1,1,Radial Velocity,2014,2.01,13.6,472.61321,0.132,K0 IV,1.97,1.01,135.374,W. M. Keck Observatory"
"HD 104985 b,HD 104985,HD 104985,1,1,Radial Velocity,2003,0.95,12.6,2637.9,0.09,G9 III,11,2.3,100.576,Okayama Astrophysical Observatory"
"HD 105779 b,HD 105779,HD 105779,1,1,Radial Velocity,2022,3.38,14.1,203.41018,0,G2,0.94,0.89,55.2411,La Silla Observatory"
"HD 106252 b,HD 106252,HD 106252,1,1,Radial Velocity,2002,2.61,12.5,3178.28407,0.48,G0,1.1,1.01,38.185,Lick Observatory"
"HD 106270 b,HD 106270,HD 106270,1,1,Radial Velocity,2011,3.34,12.5,3219.6179,0.185,G5 IV,2.66,1.39,93.808,W. M. Keck Observatory"
"HD 10647 b,HD 10647,HD 10647,1,1,Radial Velocity,2006,2.015,13.8,298.75,0.15,F9 V,1.1,1.11,17.3357,W. M. Keck Observatory"
"HD 10697 b,HD 10697,HD 10697,1,1,Radial Velocity,1999,2.050268,12.8,1914.58848,0.104467,G5 IV,1.86,0.99,33.1205,W. M. Keck Observatory"
"HD 108147 b,HD 108147,HD 108147,1,1,Radial Velocity,2002,0.102,10.9,82.95,0.53,F8 V CH+0.4,1.21,1.22,38.92,La Silla Observatory"
"HD 108863 b,HD 108863,HD 108863,1,1,Radial Velocity,2011,1.32,13.3,767.24162,0.032,K0,5.74,1.59,164.742,W. M. Keck Observatory"
"HD 109246 b,HD 109246,HD 109246,1,1,Radial Velocity,2010,0.33,13.9,273.3338,0.12,G0 V,1.07,1.2,67.8349,Haute-Provence Observatory"
"HD 109286 b,HD 109286,HD 109286,1,1,Radial Velocity,2021,1.259,13.2,950.30694,0.338,G4 V,1.09,0.98,55.4156,Haute-Provence Observatory"
"HD 10975 b,HD 10975,HD 10975,1,1,Radial Velocity,2021,0.95,14.3,143.02278,0.442,K0 III,11.16,1.41,116.506,Okayama Astrophysical Observatory"
"HD 110014 b,HD 110014,HD 110014,1,1,Radial Velocity,2009,2.14,12.4,3524.59,0.462,K2 III,20.9,2.17,100.758,La Silla Observatory"
"HD 110537 b,HD 110537,HD 110537,1,1,Radial Velocity,2022,16.589764,11.9,8644.78715,0.401407,G6/8 V,1.17,1.02,45.0858,Multiple Observatories"
"HD 111591 b,HD 111591,HD 111591,1,1,Radial Velocity,2017,2.5,12.9,1398.452,0.26,K0 III,8.03,1.94,114.166,Multiple Observatories"
"HD 111998 b,HD 111998,HD 111998,1,1,Radial Velocity,2016,1.82,12.9,1433.4133,0.03,F5 V,1.45,1.18,33.2237,La Silla Observatory"
"HD 112640 b,HD 112640,HD 112640,1,1,Radial Velocity,2020,1.7,12.9,1589.15,0.24,K0 III,39,1.8,323.335,Bohyunsan Optical Astronomical Observatory"
"HD 114082 b,HD 114082,HD 114082,1,1,Radial Velocity,2022,0.5109,11.209,2542.62726,0.395,F3 V,1.49,1.47,95.3906,La Silla Observatory"
"HD 114386 b,HD 114386,HD 114386,1,1,Radial Velocity,2003,1.73,13.7,362.3262,0.23,K3V,0.76,0.6,27.9243,La Silla Observatory"
"HD 114613 b,HD 114613,HD 114613,1,1,Radial Velocity,2014,5.34,13.1,113.46531,0.458,G4 IV,2.14,1.27,20.2836,Anglo-Australian Telescope"
"HD 115954 b,HD 115954,HD 115954,1,1,Radial Velocity,2021,5,12.6,2634.79749,0.487,G0 V,1.21,1.18,87.6437,Haute-Provence Observatory"
"HD 117207 b,HD 117207,HD 117207,1,1,Radial Velocity,2004,3.787,13.4,612.14058,0.157,G8 IV/V,1.07,1.05,32.3547,W. M. Keck Observatory"
"HD 11755 b,HD 11755,HD 11755,1,1,Radial Velocity,2015,1.09,12.8,1789.3829,0.19,G5,20.58,0.72,235.045,Bohyunsan Optical Astronomical Observatory"
"HD 117618 b,HD 117618,HD 117618,1,1,Radial Velocity,2004,0.18,8.59,55.30242,0.15,G2 V,1.2,1.08,37.7781,Anglo-Australian Telescope"
"HD 118203 b,HD 118203,HD 118203,1,1,Radial Velocity,2005,0.07,13.138,886.7457,0.31,K0,2.06,1.84,92.2589,Haute-Provence Observatory"
"HD 11977 b,HD 11977,HD 11977,1,1,Radial Velocity,2005,1.93,12.7,2080,0.4,G8 III/IV,10.09,1.91,67.9331,La Silla Observatory"
"HD 120084 b,HD 120084,HD 120084,1,1,Radial Velocity,2013,4.332646,12.6,2439.44256,0.732073,G7 III,9.12,2.5,103.044,Okayama Astrophysical Observatory"
"HD 121504 b,HD 121504,HD 121504,1,1,Radial Velocity,2003,0.33,13.6,479.9233,0.03,G2 V,1.07,1.62,41.6592,La Silla Observatory"
"HD 124330 b,HD 124330,HD 124330,1,1,Radial Velocity,2021,0.86,14,238.37131,0.34,G4 IV,1.3,1.15,60.1977,Haute-Provence Observatory"
"HD 12484 b,HD 12484,HD 12484,1,1,Radial Velocity,2016,0.297,13.2,947.1334,0.07,F8,1,1.01,48.3367,Haute-Provence Observatory"
"HD 125390 b,HD 125390,HD 125390,1,1,Radial Velocity,2019,3.49516,11.9,9165.5058,0.596681,G7 V,6.47,1.82,153.647,W. M. Keck Observatory"
"HD 125595 b,HD 125595,HD 125595,1,1,Radial Velocity,2009,0.08,2.4,6.3566,0,K4 V,0.74,0.29,28.1989,La Silla Observatory"
"HD 12648 b,HD 12648,HD 12648,1,1,Radial Velocity,2015,0.54,13.4,622.9468,0.04,G5,11.02,0.67,182.192,Bohyunsan Optical Astronomical Observatory"
"HD 126525 b,HD 126525,HD 126525,1,1,Radial Velocity,2018,1.837,10.3,75.32571,0.035,G4 V,0.98,0.9,37.6506,La Silla Observatory"
"HD 127506 b,HD 127506,HD 127506,1,1,Radial Velocity,2022,0.287149,5.58,26.61699,0.239894,K3V,0.74,0.73,22.5279,Multiple Observatories"
"HD 128356 b,HD 128356,HD 128356,1,1,Radial Velocity,2016,0.87,13.9,282.8687,0.57,K3 V,0.85,0.65,26.1548,Multiple Observatories"
"HD 129445 b,HD 129445,HD 129445,1,1,Radial Velocity,2009,2.9,13.5,508.507,0.7,G6 V,1.18,0.99,67.4386,Las Campanas Observatory"
"HD 130322 b,HD 130322,HD 130322,1,1,Radial Velocity,1999,0.0925,13.7,365.49,0.029,K0 V,0.85,0.92,31.8766,La Silla Observatory"
"HD 131496 b,HD 131496,HD 131496,1,1,Radial Velocity,2011,2.01,13.4,572.094,0.181,K0,4.44,1.34,131.849,W. M. Keck Observatory"
"HD 13167 b,HD 13167,HD 13167,1,1,Radial Velocity,2018,4.1,13.1,1052.0173,0.563,G3 V,2.39,1.35,148.934,W. M. Keck Observatory"
"HD 13189 b,HD 13189,HD 13189,1,1,Radial Velocity,2005,1.25,12.4,3480.2385,0.27,K2,38.41,2.24,497.823,Thueringer Landessternwarte Tautenburg"
"HD 132406 b,HD 132406,HD 132406,1,1,Radial Velocity,2007,1.98,12.8,1709.9254,0.34,G0,1.34,1.03,70.7832,Haute-Provence Observatory"
"HD 136418 b,HD 136418,HD 136418,1,1,Radial Velocity,2009,1.29,13.3,680.1562,0.25,G5,3.78,1.48,105.168,W. M. Keck Observatory"
"HD 137388 b,HD 137388,HD 137388,1,1,Radial Velocity,2011,0.89,9.32,63.566,0.36,K2 IV,0.88,0.68,40.4841,La Silla Observatory"
"HD 13931 b,HD 13931,HD 13931,1,1,Radial Velocity,2009,5.15,13.3,699.226,0.02,G0,1.25,1.3,47.3963,W. M. Keck Observatory"
"HD 139357 b,HD 139357,HD 139357,1,1,Radial Velocity,2008,2.948979,12.1,6315.52561,0.098928,K0,11.47,2.69,112.09,Thueringer Landessternwarte Tautenburg"
"HD 1397 b,HD 1397,HD 1397,1,1,Transit,2018,0.1097,11.5,131.89945,0.251,G5 III/IV,2.34,1.32,79.5702,Transiting Exoplanet Survey Satellite (TESS)"
"HD 14067 b,HD 14067,HD 14067,1,1,Radial Velocity,2014,5.250541,12.2,5001.77608,0.681467,G9 III,12.4,2.58,142.024,Okayama Astrophysical Observatory"
"HD 141004 b,HD 141004,HD 141004,1,1,Radial Velocity,2021,0.1238,3.77,13.63484,0.16,G0Vvar,1.39,1.05,11.8148,Multiple Observatories"
"HD 141937 b,HD 141937,HD 141937,1,1,Radial Velocity,2002,1.5,12.5,3079.7727,0.41,G2/G3 V,1.03,1.09,33.3622,La Silla Observatory"
"HD 142415 b,HD 142415,HD 142415,1,1,Radial Velocity,2003,1.06,13.5,530.7761,0.5,G1 V,1.04,1.07,35.5318,La Silla Observatory"
"HD 143105 b,HD 143105,HD 143105,1,1,Radial Velocity,2016,0.0379,13.7,384.5743,0.07,F5,1.65,1.51,46.7789,Haute-Provence Observatory"
"HD 143361 b,HD 143361,HD 143361,1,1,Radial Velocity,2008,1.988,13.1,1122.57556,0.197,G6 V,0.92,0.97,68.5146,Las Campanas Observatory"
"HD 145377 b,HD 145377,HD 145377,1,1,Radial Velocity,2008,0.45,12.8,1913.3366,0.31,G3 V,1.05,1.2,53.4884,La Silla Observatory"
"HD 145457 b,HD 145457,HD 145457,1,1,Radial Velocity,2010,0.76,13.3,708.7609,0.11,K0,10.52,1.23,135.292,Subaru Telescope"
"HD 145934 b,HD 145934,HD 145934,1,1,Radial Velocity,2015,4.888326,13.3,762.59821,0.077973,K0,6.93,2.06,227.881,W. M. Keck Observatory"
"HD 14787 b,HD 14787,HD 14787,1,1,Radial Velocity,2018,1.7,13.7,356.28743,0.155,G5,5.01,1.43,119.137,W. M. Keck Observatory"
"HD 148156 b,HD 148156,HD 148156,1,1,Radial Velocity,2009,2.45,13.9,270.144,0.52,G0/2 V,1.21,1.22,57.1289,La Silla Observatory"
"HD 148427 b,HD 148427,HD 148427,1,1,Radial Velocity,2009,1.04,13.6,413.179,0.16,K0 III/IV,3.86,1.64,71.3499,Lick Observatory"
"HD 149026 b,HD 149026,HD 149026,1,1,Radial Velocity,2005,0.04364,8.295,120.7754,0,G0,1.41,1.42,75.8643,Subaru Telescope"
"HD 149143 b,HD 149143,HD 149143,1,1,Radial Velocity,2005,0.053,13.6,422.7139,0.0167,G0,1.44,1.2,73.2801,Haute-Provence Observatory"
"HD 149806 b,HD 149806,HD 149806,1,1,Radial Velocity,2022,12.278296,12.4,3878.07724,0.357139,K0V,0.89,0.93,20.2727,Multiple Observatories"
"HD 150010 b,HD 150010,HD 150010,1,1,Radial Velocity,2022,1.4,13.3,762.78818,0.2,K2 III,16.2,1.3,144.49,Bohyunsan Optical Astronomical Observatory"
"HD 1502 b,HD 1502,HD 1502,1,1,Radial Velocity,2011,1.262,13.2,874.0325,0.031,K0,4.67,1.46,190.953,W. M. Keck Observatory"
"HD 150706 b,HD 150706,HD 150706,1,1,Radial Velocity,2012,6.7,13.2,861.28,0.38,G0 V,0.96,1.17,28.2697,Haute-Provence Observatory"
"HD 152079 b,HD 152079,HD 152079,1,1,Radial Velocity,2009,4.187,13.2,845.74563,0.532,G6 V,1.13,1.15,87.8888,Las Campanas Observatory"
"HD 152581 b,HD 152581,HD 152581,1,1,Radial Velocity,2011,1.66,13.4,594.02427,0.04,K0,5.14,1.3,165.76,W. M. Keck Observatory"
"HD 153950 b,HD 153950,HD 153950,1,1,Radial Velocity,2008,1.28,13.2,937.5985,0.34,F8 V,1.28,1.25,48.4549,La Silla Observatory"
"HD 154088 b,HD 154088,HD 154088,1,1,Radial Velocity,2021,0.134,2.46,6.6,0.344,K0 IV-V,0.95,0.91,18.2692,La Silla Observatory"
"HD 154345 b,HD 154345,HD 154345,1,1,Radial Velocity,2006,4.21,13.9,260.6206,0.04,G8V,0.85,0.71,18.284,W. M. Keck Observatory"
"HD 154672 b,HD 154672,HD 154672,1,1,Radial Velocity,2008,0.6,12.8,1706.7471,0.61,G3 IV,1.32,1.18,63.0484,Las Campanas Observatory"
"HD 155193 b,HD 155193,HD 155193,1,1,Radial Velocity,2021,1.04,14,238.37131,0.21,F8 IV,1.76,1.22,57.7995,Haute-Provence Observatory"
"HD 156411 b,HD 156411,HD 156411,1,1,Radial Velocity,2009,1.88,14,235.18,0.22,F8 IV/V,2.16,1.25,56.8655,La Silla Observatory"
"HD 158038 b,HD 158038,HD 158038,1,1,Radial Velocity,2011,1.5,13.5,486.2799,0.29,K0,4.5,1.3,94.8625,W. M. Keck Observatory"
"HD 158996 b,HD 158996,HD 158996,1,1,Radial Velocity,2018,2.1,12.3,4449.62,0.13,K5 III,50.3,1.8,283.659,Bohyunsan Optical Astronomical Observatory"
"HD 161178 b,HD 161178,HD 161178,1,1,Radial Velocity,2021,0.85,14.1,181.16219,0.044,G9 III,10.95,1.06,107.188,Okayama Astrophysical Observatory"
"HD 16175 b,HD 16175,HD 16175,1,1,Radial Velocity,2009,2.12,12.8,1620.933,0.6,G0,1.72,1.63,59.859,Lick Observatory"
"HD 162020 b,HD 162020,HD 162020,1,1,Radial Velocity,2002,0.08,12.5,3127.4472,0.28,K3 V,0.75,0.42,30.8248,La Silla Observatory"
"HD 164604 b,HD 164604,HD 164604,1,1,Radial Velocity,2009,1.331,13.4,635,0.35,K3.5 V,0.77,0.77,39.3633,Las Campanas Observatory"
"HD 165155 b,HD 165155,HD 165155,1,1,Radial Velocity,2016,1.13,13.2,918.5287,0.2,G8 V,0.95,1.02,63.3574,Multiple Observatories"
"HD 1666 b,HD 1666,HD 1666,1,1,Radial Velocity,2015,0.94,12.7,2040,0.63,F7 V,1.93,1.5,117.908,Multiple Observatories"
"HD 166724 b,HD 166724,HD 166724,1,1,Radial Velocity,2012,5.42,13.1,1121.89,0.734,K0 IV-V,0.8,0.81,45.1342,La Silla Observatory"
"HD 167042 b,HD 167042,HD 167042,1,1,Radial Velocity,2007,1.32,13.5,540.29,0.089,K1 IV,4.3,1.72,49.6633,Lick Observatory"
"HD 167768 b,HD 167768,HD 167768,1,1,Radial Velocity,2022,0.1512,13.9,270.15415,0.149,G8 III,9.7,1.08,107.214,Okayama Astrophysical Observatory"
"HD 168009 b,HD 168009,HD 168009,1,1,Radial Velocity,2021,0.1192,3.05,9.53485,0.12,G2V,1.21,0.99,23.3032,Multiple Observatories"
"HD 168746 b,HD 168746,HD 168746,1,1,Radial Velocity,2002,0.07,11.1,85.8141,0.11,G5,1.09,1.07,41.5681,La Silla Observatory"
"HD 1690 b,HD 1690,HD 1690,1,1,Radial Velocity,2010,1.36,12.5,2793.7257,0.64,K1 III,21.66,1.86,752.615,La Silla Observatory"
"HD 17092 b,HD 17092,HD 17092,1,1,Radial Velocity,2007,1.31,12.5,3219.6179,0.17,K0 III,13.58,6.73,228.422,McDonald Observatory"
"HD 171028 b,HD 171028,HD 171028,1,1,Radial Velocity,2007,1.32,13.2,832.7146,0.59,G0,2.47,1.53,111.659,La Silla Observatory"
"HD 171238 b,HD 171238,HD 171238,1,1,Radial Velocity,2009,2.57,12.5,2796.88998,0.234,G8 V,1.01,0.96,44.8113,La Silla Observatory"
"HD 17156 b,HD 17156,HD 17156,1,1,Radial Velocity,2007,0.16278,12.33,1115.5833,0.68,G5,1.55,1.41,78.0863,Subaru Telescope"
"HD 173416 b,HD 173416,HD 173416,1,1,Radial Velocity,2008,1.16,13.2,858.1,0.21,G8,13.5,2,132.184,Xinglong Station"
"HD 174205 b,HD 174205,HD 174205,1,1,Radial Velocity,2022,1.7,13,1334.87931,0.4,K2,26.6,1.8,234.027,Bohyunsan Optical Astronomical Observatory"
"HD 175167 b,HD 175167,HD 175167,1,1,Radial Velocity,2009,2.306105,12.7,2161.63039,0.527781,G5 IV/V,1.75,1,71.0863,Las Campanas Observatory"
"HD 175541 b,HD 175541,HD 175541,1,1,Radial Velocity,2007,0.975,14.1,190.06234,0.11,G8 IV,4.19,1.39,129.603,W. M. Keck Observatory"
"HD 17674 b,HD 17674,HD 17674,1,1,Radial Velocity,2017,1.42,13.9,276.5121,0.13,G0 V,1.18,0.98,44.4264,Haute-Provence Observatory"
"HD 177565 b,HD 177565,HD 177565,1,1,Radial Velocity,2017,0.246,4,15.1,0.0593,G8V,0.97,1,16.9179,La Silla Observatory"
"HD 179079 b,HD 179079,HD 179079,1,1,Radial Velocity,2008,0.1214,5.48,25.74423,0.049,G5 IV,1.63,1.14,69.7116,W. M. Keck Observatory"
"HD 179949 b,HD 179949,HD 179949,1,1,Radial Velocity,2000,0.0443,13.9,291.12,0.022,F8 V,1.27,1.21,27.4573,Anglo-Australian Telescope"
"HD 180053 b,HD 180053,HD 180053,1,1,Radial Velocity,2018,0.843,13.3,697.31902,0.081,K0,4.06,1.75,137.043,W. M. Keck Observatory"
"HD 18015 b,HD 18015,HD 18015,1,1,Radial Velocity,2018,3.87,13.1,1010.6994,0.148,G6 IV,3.13,1.49,123.801,W. M. Keck Observatory"
"HD 180314 b,HD 180314,HD 180314,1,1,Radial Velocity,2010,1.46,12.1,6397.9179,0.26,K0,8.13,2.2,122.362,Subaru Telescope"
"HD 181234 b,HD 181234,HD 181234,1,1,Radial Velocity,2019,7.420228,12.5,2981.01296,0.726356,G5,1.06,0.94,47.7458,La Silla Observatory"
"HD 181342 b,HD 181342,HD 181342,1,1,Radial Velocity,2009,1.592,13.2,807.2882,0.022,K0 III,4.71,1.69,120.391,W. M. Keck Observatory"
"HD 181720 b,HD 181720,HD 181720,1,1,Radial Velocity,2009,1.85,14,127.132,0.26,G1 V,1.5,1.03,60.2046,La Silla Observatory"
"HD 183579 b,HD 183579,HD 183579,1,1,Transit,2021,0.1334,3.55,19.7,0.28,G2 V,0.99,1.03,57.2651,Transiting Exoplanet Survey Satellite (TESS)"
"HD 187085 b,HD 187085,HD 187085,1,1,Radial Velocity,2006,2.1,13.9,265.70588,0.251,G0 V,1.27,1.19,45.8993,Anglo-Australian Telescope"
"HD 18742 b,HD 18742,HD 18742,1,1,Radial Velocity,2011,1.82,13.1,1080.622,0.04,G8/K0 IV,5.13,1.36,162.685,W. M. Keck Observatory"
"HD 190007 b,HD 190007,HD 190007,1,1,Radial Velocity,2020,0.092,4.21,16.46,0.14,K3/4V,0.79,0.77,12.7141,Multiple Observatories"
"HD 190647 b,HD 190647,HD 190647,1,1,Radial Velocity,2007,2.231,13.4,630.89255,0.224,G5 V,1.38,1.07,54.4738,La Silla Observatory"
"HD 190984 b,HD 190984,HD 190984,1,1,Radial Velocity,2009,5.5,13.1,985.2,0.57,F8 V,1.53,0.91,148.187,La Silla Observatory"
"HD 191806 b,HD 191806,HD 191806,1,1,Radial Velocity,2016,2.746858,12.5,2968.87379,0.213427,K0,1.4,1.07,65.6668,Haute-Provence Observatory"
"HD 192263 b,HD 192263,HD 192263,1,1,Radial Velocity,1999,0.15,14.2,177.9848,0.05,K2 V,0.74,0.66,19.6359,La Silla Observatory"
"HD 192699 b,HD 192699,HD 192699,1,1,Radial Velocity,2007,1.063,13.4,666.17168,0.082,G8 IV,4.41,1.38,71.8627,Lick Observatory"
"HD 19615 b,HD 19615,HD 19615,1,1,Radial Velocity,2022,1.1,12.6,2701.54146,0.2,K0,32.3,1.1,265.155,Bohyunsan Optical Astronomical Observatory"
"HD 199509 b,HD 199509,HD 199509,1,1,Radial Velocity,2022,0.425988,7.39,42.86581,0.373206,G3V,0.92,1.04,24.3056,Multiple Observatories"
"HD 203473 b,HD 203473,HD 203473,1,1,Radial Velocity,2018,2.73,12.6,2479.074,0.289,G5,1.33,1.12,72.6402,W. M. Keck Observatory"
"HD 2039 b,HD 2039,HD 2039,1,1,Radial Velocity,2002,2.2,12.7,1999.1507,0.71,G2/G3 IV/V,1.19,1.23,85.6922,Anglo-Australian Telescope"
"HD 205739 b,HD 205739,HD 205739,1,1,Radial Velocity,2008,0.896,13.6,435.41,0.27,F7 V,1.33,1.22,92.5087,Las Campanas Observatory"
"HD 206255 b,HD 206255,HD 206255,1,1,Radial Velocity,2019,0.461,6.47,34.2,0.23,G5 IV/V,2.22,1.42,75.2363,Las Campanas Observatory"
"HD 206610 b,HD 206610,HD 206610,1,1,Radial Velocity,2009,1.74,13.4,647.10188,0.1,K0 III,6.12,1.55,147.192,W. M. Keck Observatory"
"HD 207897 b,HD 207897,HD 207897,1,1,Transit,2021,0.1163,2.501,14.4,0.047,K0 V,0.78,0.8,28.2938,Transiting Exoplanet Survey Satellite (TESS)"
"HD 208487 b,HD 208487,HD 208487,1,1,Radial Velocity,2004,0.524,14.2,165.265,0.24,G2 V,1.2,1.13,45.147,Anglo-Australian Telescope"
"HD 208527 b,HD 208527,HD 208527,1,1,Radial Velocity,2012,2.1,12.5,3146.4,0.08,M1 III,51.1,1.6,312.202,Bohyunsan Optical Astronomical Observatory"
"HD 20868 b,HD 20868,HD 20868,1,1,Radial Velocity,2008,0.95,13.7,397.2875,0.75,K3/4 IV,0.76,0.39,47.7223,La Silla Observatory"
"HD 208897 b,HD 208897,HD 208897,1,1,Radial Velocity,2017,1.05,13.6,444.962,0.07,K0,4.98,1.25,67.4872,Multiple Observatories"
"HD 209458 b,HD 209458,HD 209458,1,1,Radial Velocity,1999,0.04707,15.581,232.0159,0,G0 V,1.19,1.23,48.3016,W. M. Keck Observatory"
"HD 210193 b,HD 210193,HD 210193,1,1,Radial Velocity,2019,1.487,14.3,153.1,0.24,G3 V,1.06,1.04,42.2029,Las Campanas Observatory"
